SPLIT,SEASON,Champion,picks,bans,presence,avg bt,wins,losses,winrate,KDA,GT,CSM,DPM,CSD-15MIN
SPRING,S9,Jayce Jayce,459,1080,64%,4.5,231,228,50%,2.9,32:46:00,8.5,545,10.1
SPRING,S9,Galio Galio,827,618,60%,4.7,417,410,50%,3.1,32:41:00,3.4,236,0.8
SPRING,S9,Zoe Zoe,506,934,60%,4.8,281,225,56%,4.6,33:30:00,8.3,592,0.4
SPRING,S9,Braum Braum,1045,357,58%,6.8,517,528,49%,3.3,33:20:00,2,136,6.7
SPRING,S9,Jarvan IV Jarvan IV,844,433,53%,5.5,401,443,48%,3.5,32:51:00,5.2,225,-3.2
SPRING,S9,Ryze Ryze,557,717,53%,5.2,246,311,44%,2.5,32:46:00,9.1,448,1.4
SPRING,S9,Ezreal Ezreal,819,408,51%,6.2,383,436,47%,4.3,33:38:00,9.1,660,-4
SPRING,S9,Thresh Thresh,596,624,51%,5.1,300,296,50%,3.1,33:16:00,0.9,133,-9.6
SPRING,S9,Alistar Alistar,735,464,50%,6.7,363,372,49%,2.7,32:37:00,1.7,122,2.1
SPRING,S9,Urgot Urgot,774,402,49%,4.7,405,369,52%,3.2,33:07:00,7.9,370,0.7
SPRING,S9,LeBlanc LeBlanc,362,803,48%,5.7,178,184,49%,4,33:15:00,7.9,489,-3.4
SPRING,S9,Irelia Irelia,325,827,48%,5,158,167,49%,2.5,32:14:00,8.8,371,8.4
SPRING,S9,Cassiopeia Cassiopeia,220,915,47%,3.8,112,108,51%,3.3,33:28:00,8.7,458,2.1
SPRING,S9,Kaisa Kaisa,846,243,45%,7.1,412,434,49%,4.2,32:24:00,9.5,457,-0.5
SPRING,S9,Sylas Sylas,360,704,44%,4.1,197,163,55%,3.2,32:22:00,7.9,411,-3.5
SPRING,S9,Aatrox Aatrox,499,546,43%,4.5,254,245,51%,3.2,33:23:00,7.8,368,2.8
SPRING,S9,Akali Akali,332,657,41%,4.3,166,166,50%,3.4,33:20:00,8.2,403,1.7
SPRING,S9,Vladimir Vladimir,469,500,40%,5.9,239,230,51%,3,32:41:00,8.5,492,-5.1
SPRING,S9,Tahm Kench Tahm Kench,580,335,38%,5.6,296,284,51%,2.8,33:39:00,2.1,112,6.2
SPRING,S9,Lee Sin Lee Sin,563,314,36%,6.6,275,288,49%,3.1,33:06:00,4.9,224,-2.8
SPRING,S9,RekSai RekSai,441,429,36%,5,231,210,52%,2.8,32:40:00,5.2,281,4.2
SPRING,S9,Kalista Kalista,334,494,34%,5,177,157,53%,3.7,32:45:00,9.4,393,6
SPRING,S9,Olaf Olaf,358,424,32%,6.7,183,175,51%,3.7,33:02:00,5.3,276,6.2
SPRING,S9,Yasuo Yasuo,193,539,30%,4.1,110,83,57%,2.8,32:02:00,9,364,6.2
SPRING,S9,Sion Sion,523,208,30%,6.5,258,265,49%,3.1,33:27:00,7.1,305,-7.9
SPRING,S9,Nocturne Nocturne,248,443,29%,6.7,126,122,51%,3.1,33:22:00,5.2,235,0
SPRING,S9,Morgana Morgana,287,402,29%,5.9,149,138,52%,3.2,32:36:00,1.6,241,-10.1
SPRING,S9,Yorick Yorick,226,452,28%,6.5,119,107,53%,2.2,32:23:00,8.7,447,-0.3
SPRING,S9,Sejuani Sejuani,417,252,28%,6.8,184,233,44%,3.5,32:49:00,4.8,218,-5.1
SPRING,S9,Gragas Gragas,378,258,26%,6.3,192,186,51%,3,32:42:00,4.1,287,-4.4
SPRING,S9,Syndra Syndra,314,316,26%,7.5,147,167,47%,3.2,34:17:00,8.7,494,5.8
SPRING,S9,Kennen Kennen,337,264,25%,7.2,183,154,54%,2.9,33:09:00,7.7,453,2.2
SPRING,S9,Rakan Rakan,338,245,24%,5.5,195,143,58%,4,32:21:00,0.5,150,-16.9
SPRING,S9,Karthus Karthus,174,403,24%,4.3,99,75,57%,3.2,34:17:00,6.6,568,13.8
SPRING,S9,Camille Camille,189,290,20%,5.7,95,94,50%,2.5,32:30:00,5.8,272,-4.9
SPRING,S9,Vayne Vayne,278,192,20%,6.3,139,139,50%,4,32:49:00,8.9,473,-4.5
SPRING,S9,Xin Zhao Xin Zhao,246,215,19%,7.3,102,144,41%,2.2,33:17:00,4.9,246,-0.4
SPRING,S9,Sivir Sivir,305,145,19%,7.8,141,164,46%,4.5,33:36:00,10.2,535,-1.9
SPRING,S9,Draven Draven,95,273,15%,3.9,65,30,68%,4.9,32:03:00,9.1,491,7.5
SPRING,S9,Corki Corki,235,132,15%,7.4,124,111,53%,4.2,33:08:00,9.7,601,4.9
SPRING,S9,KhaZix KhaZix,180,178,15%,7.3,95,85,53%,3.1,33:18:00,5.3,313,-0.6
SPRING,S9,Viktor Viktor,230,121,15%,7,93,137,40%,2.8,33:55:00,8.7,587,-4.4
SPRING,S9,Xayah Xayah,249,74,13%,7.2,137,112,55%,4.5,32:33:00,9.7,508,3.1
SPRING,S9,Varus Varus,190,120,13%,7.8,89,101,47%,3.2,33:10:00,9.3,477,4.4
SPRING,S9,Kindred Kindred,141,155,12%,6.4,69,72,49%,2.8,31:20:00,5.7,338,5.1
SPRING,S9,Tristana Tristana,202,83,12%,7.7,96,106,48%,3.8,32:28:00,9.6,461,0.6
SPRING,S9,Renekton Renekton,158,120,12%,8.1,79,79,50%,2.4,31:58:00,8.4,351,5.4
SPRING,S9,Neeko Neeko,114,162,11%,5.1,55,59,48%,2.7,32:37:00,8.6,461,3.1
SPRING,S9,Elise Elise,155,113,11%,6.8,76,79,49%,2.4,31:54:00,4.8,298,-4.8
SPRING,S9,Ashe Ashe,186,74,11%,7.5,96,90,52%,4.2,33:44:00,9.3,514,-0.9
SPRING,S9,Poppy Poppy,155,86,10%,8.3,81,74,52%,3,32:16:00,6.7,328,-6.5
SPRING,S9,Skarner Skarner,128,101,10%,6.4,81,47,63%,3.8,33:38:00,4.7,146,-0.3
SPRING,S9,Jax Jax,105,123,9%,7.8,49,56,47%,2.4,32:36:00,8,336,-1.3
SPRING,S9,Gangplank Gangplank,109,101,9%,8,58,51,53%,3.7,33:28:00,8.3,558,-4.9
SPRING,S9,Zac Zac,107,97,8%,7.7,54,53,50%,3.8,33:57:00,4.5,187,-9.6
SPRING,S9,Orianna Orianna,144,52,8%,7.7,71,73,49%,4.2,33:30:00,8.9,469,2.8
SPRING,S9,Taric Taric,49,138,8%,3.7,27,22,55%,4.7,31:22:00,3,96,31.3
SPRING,S9,Hecarim Hecarim,93,84,7%,6.7,53,40,57%,2.8,32:21:00,7.1,374,-3.6
SPRING,S9,Ornn Ornn,136,37,7%,7.5,64,72,47%,2.7,32:29:00,5.6,275,-5.4
SPRING,S9,Fiora Fiora,71,93,7%,8.2,38,33,54%,2,31:49:00,9.2,413,11.1
SPRING,S9,Kayle Kayle,57,92,6%,4.9,31,26,54%,3.5,31:04:00,8.6,492,-5.4
SPRING,S9,Azir Azir,92,54,6%,7.9,41,51,45%,3.6,33:28:00,9.3,500,-2.4
SPRING,S9,Caitlyn Caitlyn,88,48,6%,7.4,33,55,38%,3.3,33:01:00,9.4,519,2.6
SPRING,S9,Karma Karma,86,46,5%,5.7,26,60,30%,2.7,31:45:00,4.7,344,-13.8
SPRING,S9,Swain Swain,86,37,5%,6.8,44,42,51%,3.7,32:54:00,7.9,522,0.4
SPRING,S9,Nunu Nunu,67,56,5%,4.5,42,25,63%,3.3,31:58:00,5,197,-1.6
SPRING,S9,Zilean Zilean,67,55,5%,6.7,30,37,45%,4.8,32:42:00,3.9,298,-12.5
SPRING,S9,Taliyah Taliyah,71,49,5%,5.8,32,39,45%,3.1,33:09:00,7,437,-5.5
SPRING,S9,Riven Riven,61,59,5%,6.2,31,30,51%,2.9,32:42:00,7.8,301,-0.9
SPRING,S9,Jinx Jinx,88,27,5%,8,49,39,56%,4.4,32:08:00,9.9,574,2.7
SPRING,S9,Ivern Ivern,39,70,5%,5.3,21,18,54%,5.1,32:23:00,4.5,143,0.3
SPRING,S9,Nidalee Nidalee,38,65,4%,4.7,17,21,45%,2.6,30:35:00,6.1,382,17.8
SPRING,S9,Shen Shen,75,25,4%,7.6,38,37,51%,3.5,32:50:00,2.9,135,1.7
SPRING,S9,Pyke Pyke,70,29,4%,7.8,38,32,54%,3.7,33:32:00,2,203,1.7
SPRING,S9,Heimerdinger Heimerdinger,33,61,4%,4.1,22,11,67%,3.9,33:53:00,8.2,613,-1.2
SPRING,S9,Rumble Rumble,59,33,4%,7,29,30,49%,3,32:34:00,7.4,484,2.6
SPRING,S9,Zed Zed,50,42,4%,6.5,30,20,60%,3.6,31:04:00,8.5,473,4.3
SPRING,S9,Kassadin Kassadin,46,42,4%,7.4,22,24,48%,3.7,32:06:00,8.9,513,-6.6
SPRING,S9,Evelynn Evelynn,34,45,3%,5.7,16,18,47%,2.6,30:55:00,5.1,369,-2.8
SPRING,S9,Sona Sona,33,37,3%,3.9,22,11,67%,5.1,30:00:00,4,388,-67.6
SPRING,S9,Kayn Kayn,46,20,3%,7.5,24,22,52%,2.5,32:39:00,5.5,315,8.1
SPRING,S9,Lulu Lulu,38,25,3%,7.2,17,21,45%,3.7,31:04:00,4.4,229,-8.4
SPRING,S9,Kled Kled,27,35,3%,5.6,14,13,52%,3.5,31:34:00,7.7,366,-1.4
SPRING,S9,Nautilus Nautilus,42,15,2%,6.5,16,26,38%,2.1,30:50:00,3.3,191,3
SPRING,S9,KogMaw KogMaw,34,22,2%,6.9,18,16,53%,3.6,31:04:00,9.4,563,7.7
SPRING,S9,VelKoz VelKoz,37,17,2%,6.4,17,20,46%,3.9,34:40:00,8.3,571,-3.4
SPRING,S9,Leona Leona,38,13,2%,8.1,16,22,42%,2.8,32:47:00,1.9,122,13.4
SPRING,S9,Vi Vi,39,6,2%,5,16,23,41%,2.2,31:35:00,5,239,-0.1
SPRING,S9,Malzahar Malzahar,22,23,2%,5.6,10,12,45%,2.4,33:17:00,7.8,497,-11.5
SPRING,S9,Gnar Gnar,36,7,2%,8.3,18,18,50%,3.1,34:32:00,8.2,367,1
SPRING,S9,Chogath Chogath,33,9,2%,7.6,12,21,36%,1.5,32:03:00,7.3,322,-4.7
SPRING,S9,Fiddlesticks Fiddlesticks,25,17,2%,7.9,11,14,44%,2.4,33:44:00,0.7,210,-9.7
SPRING,S9,Trundle Trundle,34,7,2%,9.3,17,17,50%,3.4,32:35:00,4.4,175,-1.7
SPRING,S9,Ahri Ahri,24,17,2%,4.2,8,16,33%,3.6,29:59:00,7.9,415,-13
SPRING,S9,Rengar Rengar,11,29,2%,2.9,5,6,45%,3.4,33:53:00,5.7,302,4.8
SPRING,S9,Darius Darius,15,23,2%,7.3,5,10,33%,1.5,29:22:00,8.2,311,12.5
SPRING,S9,Soraka Soraka,26,12,2%,7.9,11,15,42%,3,31:34:00,0.6,206,-14.8
SPRING,S9,Aurelion Sol Aurelion Sol,17,15,1%,5.9,7,10,41%,2.9,31:03:00,8.2,452,-14.5
SPRING,S9,Malphite Malphite,18,13,1%,8.7,9,9,50%,3.5,33:02:00,6.6,375,-21.6
SPRING,S9,Miss Fortune Miss Fortune,24,7,1%,4.1,11,13,46%,3.2,30:43:00,8.7,561,9.5
SPRING,S9,Blitzcrank Blitzcrank,16,10,1%,8,9,7,56%,3,29:45:00,1.5,170,-5.2
SPRING,S9,Talon Talon,10,15,1%,5.4,4,6,40%,2.9,31:30:00,8.3,365,-5.4
SPRING,S9,Janna Janna,19,6,1%,8.2,7,12,37%,2.3,32:22:00,0.5,185,-16.4
SPRING,S9,Graves Graves,18,4,1%,4.8,5,13,28%,2,32:30:00,6,330,6.5
SPRING,S9,Ziggs Ziggs,11,8,1%,6.4,4,7,36%,2.4,31:06:00,8.8,544,-10
SPRING,S9,Jhin Jhin,15,3,1%,8.7,6,9,40%,4.5,32:55:00,9,521,-0.5
SPRING,S9,Veigar Veigar,12,5,1%,3.2,4,8,33%,1.9,30:30:00,7.4,366,-13
SPRING,S9,Nami Nami,12,4,1%,6.5,5,7,42%,2.8,32:38:00,0.9,194,-9.2
SPRING,S9,Xerath Xerath,7,8,1%,8.6,4,3,57%,7.7,34:03:00,8.8,709,6.9
SPRING,S9,Ekko Ekko,11,4,1%,7,4,7,36%,3,33:09:00,8.3,361,-1.7
SPRING,S9,Fizz Fizz,8,7,1%,7.7,2,6,25%,2.4,30:41:00,7.1,342,-22.4
SPRING,S9,Pantheon Pantheon,9,5,1%,4.4,3,6,33%,1.3,31:31:00,4.8,237,27.2
SPRING,S9,Zyra Zyra,6,8,1%,4,2,4,33%,2.1,37:47:00,1,379,-13.7
SPRING,S9,Maokai Maokai,12,1,1%,10,3,9,25%,1.2,31:48:00,6.2,361,-26.2
SPRING,S9,Bard Bard,6,7,1%,6.3,4,2,67%,3.7,31:58:00,0.8,272,-19.4
SPRING,S9,Katarina Katarina,6,7,1%,5.6,1,5,17%,1.4,21:18,5,292,-38.6
SPRING,S9,Twitch Twitch,10,2,0%,9.5,7,3,70%,6,29:41:00,8.4,542,1.7
SPRING,S9,Illaoi Illaoi,7,3,0%,6,2,5,29%,1.9,34:20:00,8.5,678,16.4
SPRING,S9,Lux Lux,5,3,0%,5,3,2,60%,5.8,28:20:00,5.1,444,-4.6
SPRING,S9,Twisted Fate Twisted Fate,4,3,0%,5.7,1,3,25%,2.2,30:52:00,8.8,344,-4.7
SPRING,S9,Anivia Anivia,3,4,0%,9,0,3,0%,3.6,35:40:00,9.6,375,0.3
SPRING,S9,Udyr Udyr,1,6,0%,3.3,0,1,0%,0.7,30:46:00,6.6,161,-9
SPRING,S9,Mordekaiser Mordekaiser,2,5,0%,6.2,2,0,100%,6.5,30:37:00,7,593,-12
SPRING,S9,Dr. Mundo Dr. Mundo,6,1,0%,10,0,6,0%,1.8,34:03:00,7.9,366,-8.7
SPRING,S9,Shyvana Shyvana,4,3,0%,4.7,2,2,50%,1.4,24:37:00,6.5,383,-16
SPRING,S9,Annie Annie,3,3,0%,7.7,1,2,33%,1.2,34:14:00,3.1,236,-45.3
SPRING,S9,Warwick Warwick,5,0,0%,-,1,4,20%,2,28:14:00,4.4,191,-6.4
SPRING,S9,Amumu Amumu,0,5,0%,3.8,,,,,0:00,,,
SPRING,S9,Nasus Nasus,4,0,0%,-,2,2,50%,0.9,29:04:00,8.9,408,-2
SPRING,S9,Diana Diana,2,2,0%,5,1,1,50%,3,31:34:00,8,249,-20.5
SPRING,S9,Tryndamere Tryndamere,1,2,0%,9.5,0,1,0%,1.5,28:38:00,9.4,405,3
SPRING,S9,Volibear Volibear,2,1,0%,10,1,1,50%,4,28:57:00,7.5,374,1.5
SPRING,S9,Teemo Teemo,1,1,0%,3,1,0,100%,9,28:23:00,8.7,678,50
SPRING,S9,Brand Brand,2,0,0%,-,0,2,0%,1.2,25:44:00,0.3,352,-20
SPRING,S9,Quinn Quinn,1,0,0%,-,1,0,100%,8.5,21:38,6.6,665,28
SPRING,S9,Shaco Shaco,1,0,0%,-,0,1,0%,0.8,28:40:00,5,184,-5
SPRING,S9,Rammus Rammus,1,0,0%,-,1,0,100%,-,27:12:00,6.1,143,0
SPRING,S9,Qiyana Qiyana,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Aphelios Aphelios,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Garen Garen,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Lilia Lilia,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Singed Singed,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Yuumi Yuumi,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Senna Senna,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Sett Sett,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Master Yi Master Yi,0,0,0%,-,,,,,0:00,,,
SPRING,S9,Wukong Wukong,0,0,0%,-,,,,,0:00,,,
SUMMER,S9,Aatrox Aatrox,947,1130,81%,4.4,498,449,53%,2.7,32:15:00,8,371,0.9
SUMMER,S9,Yuumi Yuumi,569,1457,79%,3.8,304,265,53%,6.3,31:37:00,0.5,365,-13.7
SUMMER,S9,Irelia Irelia,451,1307,68%,4.3,211,240,47%,2.5,31:58:00,8.7,344,7.7
SUMMER,S9,Sejuani Sejuani,752,979,67%,5,357,395,47%,3.7,32:32:00,4.8,222,-4.2
SUMMER,S9,Sylas Sylas,846,851,66%,4.5,444,402,52%,3,32:15:00,6.9,399,-1
SUMMER,S9,Xayah Xayah,963,610,61%,4.6,507,456,53%,4.1,33:00:00,9.7,490,4.1
SUMMER,S9,Karma Karma,455,1105,61%,3.8,219,236,48%,3.7,32:28:00,5.7,344,-6.1
SUMMER,S9,Akali Akali,546,798,52%,5.1,284,262,52%,3.4,32:46:00,8.2,417,1.1
SUMMER,S9,Jarvan IV Jarvan IV,824,499,51%,6.6,388,436,47%,3.4,32:45:00,4.7,187,-2.7
SUMMER,S9,Nautilus Nautilus,726,471,47%,6.5,331,395,46%,2.3,32:39:00,2,151,10
SUMMER,S9,Olaf Olaf,383,810,46%,5.2,198,185,52%,2.9,32:18:00,5.3,289,7.7
SUMMER,S9,Gragas Gragas,647,533,46%,5.6,339,308,52%,3.1,32:48:00,4.4,324,-3.9
SUMMER,S9,Neeko Neeko,509,620,44%,5.2,241,268,47%,2.6,32:54:00,7.8,385,1.9
SUMMER,S9,Ezreal Ezreal,738,386,44%,6,346,392,47%,3.8,32:49:00,9.2,653,-2.4
SUMMER,S9,Corki Corki,672,412,42%,5.8,346,326,51%,3.8,33:07:00,9.4,588,3.9
SUMMER,S9,Sivir Sivir,634,433,42%,6.4,305,329,48%,4,32:23:00,10,530,4.6
SUMMER,S9,Azir Azir,522,532,41%,5.7,263,259,50%,3.2,32:49:00,9.2,506,5.8
SUMMER,S9,Rakan Rakan,745,305,41%,6.7,415,330,56%,3.9,32:46:00,0.6,154,-13.6
SUMMER,S9,Tahm Kench Tahm Kench,628,397,40%,5,309,319,49%,2.9,32:41:00,2.5,138,18.3
SUMMER,S9,Jayce Jayce,384,607,39%,5.1,187,197,49%,2.6,32:31:00,8.4,517,6.3
SUMMER,S9,Kaisa Kaisa,790,199,38%,7.4,382,408,48%,3.9,32:04:00,9.3,453,-1.6
SUMMER,S9,Renekton Renekton,475,499,38%,6.2,236,239,50%,2.6,32:14:00,8.1,346,6.4
SUMMER,S9,Lux Lux,506,404,35%,4.7,266,240,53%,3.9,32:42:00,1.1,230,-10.7
SUMMER,S9,Qiyana Qiyana,266,642,35%,4.2,164,102,62%,3.5,32:23:00,7.1,458,-5.9
SUMMER,S9,Lucian Lucian,542,296,33%,7.5,281,261,52%,3.6,32:31:00,9.3,449,7.2
