Split,Season,Player,Position,Games,Win Rate,KLDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP %,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD-15min,CSD-15min,XPD-15MIN,FB%,FB victim,penta kills,solo kills
Spring,S8,Memento,JUNGLE,21,38.10%,2.7,1.2,2.3,5,4.9,308,71.90%,10.8,185,2.59,1.31,0.5,0.38,-73,-2,-277,38.10%,14.30%,0,1
Spring,S8,Meron,ADC,4,25%,2,2.3,3,3.8,9.3,385,69.70%,23.7,380,1.13,0.41,0.36,0.11,-702,-6,-231,0%,25%,0,-
Spring,S8,Meteos,JUNGLE,27,59.30%,3.6,1.5,1.9,5.3,5,315,72.10%,9.4,163,2.32,1.1,0.48,0.25,88,0,-34,63%,0%,0,-
Spring,S8,Mickey,MID,23,65.20%,3.6,3.3,2.6,6,9.5,422,69.50%,32.2,643,1.21,0.59,0.28,0.17,-292,-6,-130,34.80%,13%,0,5
Spring,S8,Mightybear,JUNGLE,2,0%,1.3,0,2,2.5,4.4,274,75.00%,9.5,128,2.92,1.4,0.5,0.23,-308,-10,-838,50%,0%,0,-
Spring,S8,MikeYeung,JUNGLE,24,58.30%,3.7,1.3,2,6.1,5,322,72.20%,9.2,186,2.28,1.16,0.34,0.35,34,-2,15,54.20%,4.20%,0,-
Spring,S8,Mikyx,SUPPORT,18,44.40%,3.4,0.4,2.5,8.1,2,260,76.40%,7.9,145,2.98,1.93,0.46,0.63,85,3,108,55.60%,0%,0,-
Spring,S8,Milica,MID,9,44.40%,3.7,2.3,1.9,4.7,9.8,411,69.30%,22.7,468,1.34,0.63,0.22,0.27,209,4,430,33.30%,22.20%,0,1
Spring,S8,Mimic,TOP,34,47.10%,2.9,1.9,2.6,5.5,8.1,375,60.40%,21.3,416,0.89,0.5,0.12,0.06,335,2,99,29.40%,11.80%,0,8
Spring,S8,Minas,ADC,23,4.30%,2.4,3.1,3,4,9.7,407,64.90%,27.5,471,0.77,0.25,0.32,0.04,-503,-5,-472,21.70%,8.70%,0,3
Spring,S8,Minerva,JUNGLE,23,47.80%,3.8,1.7,2.6,8.3,4.5,306,75.20%,11.3,226,2.71,1.46,0.5,0.49,120,-5,41,65.20%,8.70%,0,2
Spring,S8,Ming,SUPPORT,79,65.80%,4.7,0.7,1.9,8.3,1.5,267,73.30%,8.4,158,2.53,1.61,0.34,0.54,5,-5,-118,3.80%,1.30%,0,-
Spring,S8,Mission,MID,4,50%,3.8,2.5,1.5,3.3,9.6,388,49.50%,29.4,499,1.16,0.61,0.28,0.16,225,6,420,0%,25%,0,-
Spring,S8,Mithy,SUPPORT,24,58.30%,3.6,0.6,2,6.4,1.9,258,66.20%,6.2,119,2.48,1.58,0.29,0.43,40,8,-84,33.30%,8.30%,0,-
Spring,S8,MjrDee,SUPPORT,7,28.60%,2.1,0.6,3.7,7.3,1.4,248,76.60%,9.4,179,2.03,1.13,0.28,0.2,-162,0,97,42.90%,0%,0,-
Spring,S8,Mlxg,JUNGLE,43,65.10%,5.3,2.7,1.7,6.5,5.4,348,73.20%,13.2,242,1.78,1.02,0.44,0.23,-267,-2,-24,9.30%,4.70%,0,1
Spring,S8,Modrý,SUPPORT,1,0%,0.3,0,3,1,1,195,50.00%,12.7,135,1.44,0.74,0.37,0.28,-872,-8,-397,0%,0%,0,-
Spring,S8,Modrý,ADC,1,0%,0.3,0,7,2,5.7,269,28.60%,19,239,0.22,0.22,0.04,0,-2242,-36,-1565,0%,0%,0,-
Spring,S8,Mojito,JUNGLE,37,51.40%,2.5,1.2,2.9,6.2,4.3,301,61.60%,10.5,194,2.23,1.12,0.47,0.28,-510,-11,-541,21.60%,10.80%,0,3
Spring,S8,Mole,MID,19,68.40%,5.1,3.8,1.8,5.6,9.4,418,76.80%,28,574,-,0.38,0.2,0.18,-,-,-,-,-,0,-
Spring,S8,Monk,ADC,28,21.40%,1.9,2.8,2.9,2.6,10,399,59.60%,31.4,562,0.99,0.35,0.3,0.08,-380,3,44,14.30%,7.10%,0,2
Spring,S8,MooJin,JUNGLE,49,79.60%,6.2,2,1.3,6.2,5.6,351,66.80%,11.3,222,2.76,1.55,0.5,0.39,217,5,90,51%,4.10%,0,8
Spring,S8,Moon,JUNGLE,18,44.40%,3.5,2.4,2.6,6.7,4.7,315,76.70%,11.6,230,2.44,1.19,0.47,0.25,-30,-7,-195,38.90%,16.70%,0,1
Spring,S8,Morning,JUNGLE,3,33.30%,4.1,1.7,2.3,8,4.8,307,77.80%,7.6,161,2.68,1.28,0.78,0.31,181,8,195,33.30%,33.30%,0,-
Spring,S8,Mortsche,TOP,15,60%,2.9,1.5,1.9,4.2,7.9,384,45.40%,17.5,347,0.87,0.5,0.1,0.15,294,10,381,33.30%,6.70%,0,-
Spring,S8,Moryo,TOP,28,21.40%,1.7,1.5,2.6,2.9,8.1,356,51.40%,20.4,367,0.9,0.51,0.12,0.1,-158,0,-50,10.70%,7.10%,0,2
Spring,S8,Mountain,JUNGLE,33,45.50%,3.1,1.3,2.2,5.6,5.2,316,71.10%,8.6,158,2.52,1.21,0.63,0.31,130,3,478,36.40%,9.10%,0,-
Spring,S8,Mouse,TOP,55,63.60%,3.9,1.9,1.8,5.1,8.5,393,55.80%,20,386,-,0.53,0.14,0.12,-,-,-,-,-,0,-
Spring,S8,Move,JUNGLE,29,55.20%,2.7,1.4,2.4,5.1,4.8,308,60.90%,9.3,191,3.32,1.56,0.84,0.34,-67,-1,-206,31%,17.20%,0,3
Spring,S8,Mowgli,JUNGLE,15,66.70%,7.9,1.3,1,6.6,5.2,328,78.50%,9.7,161,2.28,1.22,0.54,0.53,-20,-3,112,53.30%,0%,0,-
Spring,S8,Moyu,TOP,11,9.10%,1.2,0.6,2.6,2.5,8.8,384,63.60%,25.4,386,-,0.47,0.19,0.08,-,-,-,-,-,0,-
Spring,S8,MrRalleZ,ADC,18,44.40%,5.2,3.1,1.3,3.8,10,421,68.10%,31.3,690,0.96,0.32,0.34,0.1,-73,3,121,11.10%,0%,0,1
Spring,S8,Mystic,ADC,51,49%,3.5,3.9,2.4,4.4,10.5,444,71.40%,31.6,592,-,0.4,0.58,0.06,-,-,-,-,-,0,-
Spring,S8,Mystiques,SUPPORT,32,68.80%,4,0.8,2.7,9.8,1.4,276,69.20%,8.4,172,1.78,1.15,0.19,0.37,254,-4,210,21.90%,0%,0,-
Spring,S8,Nanzhu,MID,6,50%,2.5,2.5,2.5,3.7,9.1,402,50.40%,23.1,410,-,0.38,0.29,0.23,-,-,-,-,-,0,-
Spring,S8,Nappon,JUNGLE,1,0%,0.3,0,3,1,3.9,237,33.30%,7.1,88,2.57,1.64,0.43,0.25,-834,2,-719,0%,0%,0,-
Spring,S8,Nardeus,ADC,14,100%,10.9,6.6,1.2,6.6,9.1,496,57.70%,24,643,0.99,0.44,0.17,0.14,1176,24,543,0%,0%,0,-
Spring,S8,Naru,MID,39,38.50%,2.8,3.2,2.7,4.3,9.4,402,64.70%,28.7,548,1.24,0.55,0.29,0.18,-37,3,36,20.50%,10.30%,0,10
Spring,S8,Nate,TOP,35,68.60%,3.9,2.1,1.8,5,8.1,385,55.00%,20.7,428,1.01,0.59,0.11,0.14,-181,-11,-64,17.10%,2.90%,0,10
Spring,S8,Naul,MID,39,53.80%,3.4,3.6,2.6,5.1,9.7,421,64.40%,28,606,1.31,0.6,0.28,0.21,60,2,127,23.10%,12.80%,0,10
Spring,S8,Necromartin,TOP,7,28.60%,2.8,1.3,1.9,4,6.7,330,50.60%,17.6,345,0.71,0.43,0.08,0.05,-1115,-22,-876,14.30%,14.30%,0,2
Spring,S8,Nekhazten,SUPPORT,21,23.80%,2.2,0.5,3,6,1.6,235,72.40%,8,133,1.99,1.22,0.31,0.43,-92,0,123,23.80%,4.80%,0,1
Spring,S8,Nemesis,MID,43,76.70%,4.5,3.1,1.7,4.8,9.8,441,66.40%,30.2,600,1.15,0.45,0.27,0.12,423,14,300,14%,11.60%,0,7
Spring,S8,Neo,JUNGLE,10,0%,1.2,1.1,4,3.7,5,290,63.90%,12.1,168,1.91,0.85,0.34,0.21,-344,5,229,10%,40%,0,-
Spring,S8,Neon,ADC,6,66.70%,8.6,6,1.2,4,10.7,471,76.90%,39.3,830,1.13,0.31,0.42,0.12,172,6,478,33.30%,0%,0,2
Spring,S8,NerzhuL,SUPPORT,20,40%,3.7,0.9,2.3,7.8,1.4,252,66.30%,8.6,169,2.28,1.25,0.34,0.35,71,-3,98,20%,5%,0,-
Spring,S8,Nevan,TOP,7,57.10%,1.8,1,3.4,5.1,8.1,359,41.10%,20.9,408,0.86,0.46,0.14,0.12,46,8,240,14.30%,28.60%,0,1
Spring,S8,New,TOP,25,20%,1.3,1.5,3.4,2.8,7.8,355,57.20%,22,381,-,0.65,0.16,0.22,-,-,-,-,-,0,-
Spring,S8,Newbie,SUPPORT,27,66.70%,7,1.1,1.5,9.2,1.9,273,73.20%,8.5,180,2.61,1.69,0.49,0.6,75,1,105,25.90%,11.10%,0,-
Spring,S8,Ngo,TOP,26,69.20%,3.3,1.6,2.5,6.8,7.6,367,60.20%,19.6,403,1.04,0.58,0.15,0.18,-173,0,-67,38.50%,3.80%,0,5
Spring,S8,Nikola,ADC,9,44.40%,5.4,2.9,1.3,4.3,9.6,412,74.30%,27.6,584,1.2,0.4,0.32,0.09,-245,-8,21,0%,0%,0,-
Spring,S8,Ning,JUNGLE,50,78%,5.1,2.7,2.1,8.1,5.2,358,75.70%,11.2,258,-,1.2,0.43,0.38,-,-,-,-,-,0,-
Spring,S8,Ninuo,TOP,34,29.40%,2.2,1.2,2.5,4.3,8.5,359,47.90%,20.8,406,1.12,0.59,0.19,0.13,-166,2,-44,11.80%,8.80%,0,5
Spring,S8,Nipphu,TOP,27,66.70%,3.9,2.4,2.1,6,9.3,418,59.70%,23.4,493,1.13,0.63,0.19,0.14,416,12,102,25.90%,7.40%,0,11
Spring,S8,Nisqy,MID,31,58.10%,5,3.1,1.3,3.5,9.8,417,69.30%,26.9,456,1.17,0.6,0.26,0.22,-18,-2,-160,41.90%,3.20%,0,7
Spring,S8,Nixerino,ADC,30,50%,6.2,4.5,1.4,3.9,10.5,443,64.40%,31.2,592,1.12,0.42,0.37,0.08,-522,-9,-212,10%,3.30%,0,-
Spring,S8,NoA,ADC,20,30%,3.6,4.4,2.4,4.4,8.5,388,67.40%,24.9,460,1.19,0.39,0.34,0.13,-449,-12,-213,25%,5%,0,-
Spring,S8,NoNholy,TOP,14,35.70%,2.4,0.9,2.4,4.6,8.3,351,62.00%,20.7,387,0.97,0.47,0.18,0.08,-326,-4,-72,28.60%,7.10%,0,1
Spring,S8,Nobody,MID,30,50%,3.7,4.1,2.4,4.8,10.2,431,77.90%,33.9,658,1.39,0.68,0.27,0.2,330,9,10,40%,13.30%,0,11
Spring,S8,Nomanz,MID,19,52.60%,4.5,3.1,1.7,4.4,9.7,407,65.80%,29,527,1.16,0.47,0.28,0.15,-28,6,81,31.60%,5.30%,0,6
Spring,S8,Nothing,ADC,24,29.20%,2.4,1.8,2,3.1,9.3,390,64.70%,26.4,440,1.12,0.39,0.36,0.11,-412,-10,-141,16.70%,12.50%,0,1
Spring,S8,Nova,JUNGLE,14,35.70%,2.1,1.4,2.8,4.4,5.5,315,72.40%,9.4,192,2.06,1.07,0.46,0.32,120,2,153,57.10%,7.10%,0,1
Spring,S8,Noway,ADC,44,56.80%,5.6,4.8,1.8,5.2,10.6,464,67.90%,26.6,559,1.07,0.39,0.3,0.09,-6,3,-114,9.10%,6.80%,0,10
Spring,S8,Noway4u,MID,5,20%,1.9,2.6,2.8,2.8,9.5,372,87.20%,35.6,629,1.02,0.5,0.19,0.17,-420,-10,-332,20%,40%,0,-
Spring,S8,Nukeduck,MID,18,38.90%,4.2,2.8,1.6,3.7,9.6,397,71.20%,29.3,570,1.07,0.5,0.26,0.19,-30,0,-47,22.20%,16.70%,0,4
Spring,S8,OddOrange,JUNGLE,27,59.30%,3.2,1.4,2.4,6.5,4.9,323,68.40%,10.7,198,2.26,1.17,0.41,0.2,-60,-5,-292,40.70%,18.50%,0,1
Spring,S8,Oddie,JUNGLE,25,76%,5.8,2.9,2,8.8,5.1,346,74.10%,13.6,288,2.03,0.84,0.41,0.22,327,1,261,60%,12%,0,10
Spring,S8,Odoamne,TOP,31,58.10%,2.2,2.2,2.7,4,8.3,375,61.70%,24.6,414,1.16,0.58,0.22,0.16,-56,-3,-4,38.70%,9.70%,0,8
Spring,S8,Olleh,SUPPORT,40,62.50%,3.7,0.7,2.1,7.1,1.7,264,71.90%,8.8,162,2.5,1.53,0.34,0.52,138,2,135,25%,12.50%,0,-
Spring,S8,OmarGod,JUNGLE,18,55.60%,4.6,2.2,1.8,6.2,5.3,328,68.80%,11.3,210,2.29,1.08,0.55,0.26,18,0,296,22.20%,11.10%,0,2
Spring,S8,Once,JUNGLE,33,63.60%,2.5,1.2,2.8,5.8,5.5,330,60.50%,12.2,233,2.23,0.99,0.57,0.24,-24,2,147,33.30%,0%,0,1
Spring,S8,Only,JUNGLE,28,50%,5.3,1.7,1.8,7.9,5.2,328,75.60%,11.1,220,2.49,1.32,0.39,0.27,198,4,258,25%,10.70%,0,2
Spring,S8,Optimas,ADC,14,35.70%,2.4,4.1,2.6,2.3,9.9,423,64.90%,34.5,666,1.09,0.38,0.31,0.11,167,1,19,28.60%,0%,0,1
Spring,S8,Orome,TOP,3,0%,0.6,1.3,4.3,1.3,9.3,380,38.10%,26.2,436,0.76,0.38,0.15,0.11,31,16,-551,0%,33.30%,0,-
Spring,S8,Ovcak,SUPPORT,9,44.40%,2.1,0.7,4.2,8.1,1.6,251,77.50%,9.8,163,1.82,0.98,0.29,0.36,-367,3,-32,0%,0%,0,-
Spring,S8,Ozgur,SUPPORT,6,16.70%,1.9,1.3,3.3,5,1.1,232,68.00%,9.4,143,2.05,1.28,0.29,0.4,-753,-14,-985,16.70%,0%,0,-
Spring,S8,PANKY,TOP,39,38.50%,2.5,1.6,2.6,4.8,8.1,367,59.00%,19.4,366,0.81,0.46,0.12,0.07,-83,-1,80,15.40%,12.80%,0,5
Spring,S8,Pabu,TOP,28,50%,3.2,2.1,2.8,6.6,8.1,383,68.60%,24.4,472,1.3,0.77,0.17,0.18,383,7,273,7.10%,7.10%,0,4
Spring,S8,Pake,MID,29,10.30%,2.4,2.7,3.1,4.6,9.2,384,67.00%,28.1,484,1.28,0.71,0.24,0.2,-517,-10,-312,6.90%,13.80%,0,2
Spring,S8,Palafox,MID,18,33.30%,2.8,2.6,2.2,3.7,9.4,396,64.10%,26.9,484,1.17,0.55,0.25,0.22,5,0,66,38.90%,16.70%,0,3
Spring,S8,Palette,SUPPORT,39,53.80%,3.9,0.9,2.5,8.9,2.3,288,71.40%,9.7,211,2.53,1.43,0.55,0.52,267,5,200,33.30%,2.60%,0,1
Spring,S8,PapaChau,SUPPORT,28,53.60%,3.3,0.6,2.5,7.7,1.6,260,74.60%,8.6,171,1.98,1.13,0.28,0.32,-3,-4,186,25%,10.70%,0,-
Spring,S8,Papryze,TOP,22,9.10%,1.3,2,4.5,3.8,8,367,61.10%,24.8,451,1.18,0.63,0.19,0.15,-529,-9,-280,18.20%,13.60%,0,9
Spring,S8,Paranoia,MID,14,35.70%,2.9,2.8,2.3,3.9,8.9,378,74.60%,29.4,538,1.15,0.49,0.26,0.16,23,-3,201,28.60%,0%,0,4
Spring,S8,Patoš,MID,1,0%,2,4,3,2,8.6,374,66.70%,36.6,693,0.81,0.33,0.17,0.08,-867,-12,-137,0%,0%,0,-
Spring,S8,Patrik,ADC,23,43.50%,4.5,2.8,1.4,3.7,10.2,422,69.50%,34.3,698,1.21,0.46,0.37,0.23,-264,-2,231,17.40%,4.30%,0,2
Spring,S8,PawN,MID,31,61.30%,4.5,2.6,1.6,4.8,10,419,75.10%,26,512,1.31,0.63,0.38,0.22,11,-3,-94,35.50%,6.50%,0,3
Spring,S8,Paz,TOP,33,63.60%,4.5,2,1.5,4.9,9,414,61.40%,21.4,432,1.03,0.55,0.13,0.09,348,5,231,27.30%,18.20%,0,5
Spring,S8,Peanut,JUNGLE,54,72.20%,7.6,2.1,1.2,6.9,6,362,75.10%,11.5,223,2.82,1.34,0.66,0.28,185,5,34,38.90%,9.30%,0,3
Spring,S8,Pekin Woof,MID,4,75%,6.6,5.8,2,7.5,9.5,447,83.40%,28.2,547,1.04,0.46,0.3,0.05,-17,0,280,25%,25%,0,2
Spring,S8,Perkz,MID,26,57.70%,4.1,3.2,2,5,9.8,418,74.40%,28.6,594,1.09,0.44,0.3,0.12,163,5,126,23.10%,19.20%,0,5
Spring,S8,PetLand,MID,10,40%,3.3,3.1,2,3.5,9.6,405,61.90%,28.8,482,1.21,0.62,0.24,0.07,72,4,105,20%,20%,0,4
Spring,S8,Phantiks,ADC,5,60%,5,3.4,1.8,5.6,10.4,460,71.10%,28.9,552,1.38,0.31,0.48,0.03,-274,0,150,20%,0%,0,-
Spring,S8,Phaxi,TOP,7,71.40%,5,1.7,1,3.3,8.2,390,38.80%,18.2,368,0.81,0.45,0.11,0.11,458,3,416,14.30%,0%,0,3
Spring,S8,Phlaty,MID,19,47.40%,3,2.8,2.6,5,9.3,406,64.30%,27.9,567,1.17,0.47,0.25,0.2,50,0,12,15.80%,15.80%,0,4
Spring,S8,Phrenic,JUNGLE,3,0%,2.6,0.7,1.7,3.7,4.7,276,88.90%,10.9,170,1.65,0.63,0.51,0.32,-143,-6,-36,66.70%,0%,0,-
Spring,S8,PiOk,ADC,7,28.60%,3.3,3.3,2.1,3.7,8.9,397,69.60%,32.1,648,1.08,0.45,0.27,0.2,411,18,403,28.60%,0%,0,-
Spring,S8,PieCakeLord,TOP,3,0%,1.4,1,2.7,2.7,8.4,343,59.60%,15.1,250,0.94,0.51,0.07,0.16,-168,-8,-485,0%,0%,0,-
Spring,S8,Piglet,ADC,10,40%,4.1,4.9,2.1,3.8,9.5,421,83.80%,38.5,760,1.25,0.47,0.39,0.13,190,0,90,20%,0%,0,3
Spring,S8,Pillo,TOP,12,25%,1.6,1.3,2.8,3.2,7.7,340,54.00%,23.9,376,1.04,0.56,0.13,0.13,-889,-22,-459,33.30%,16.70%,0,1
Spring,S8,Pilot,ADC,38,47.40%,5.2,3.3,1.2,3.1,11,445,71.60%,30.1,590,1.39,0.41,0.39,0.08,-91,-2,-119,15.80%,7.90%,1,1
Spring,S8,Pk,TOP,38,71.10%,3.6,2.3,2.1,5.4,8.6,390,64.20%,23.8,445,1.1,0.56,0.2,0.12,244,8,195,21.10%,13.20%,0,4
Spring,S8,Plugo,MID,35,68.60%,7.1,3.4,1.3,5.7,8.9,406,71.10%,26.6,545,1.38,0.73,0.29,0.34,129,1,112,31.40%,0%,0,8
Spring,S8,Pobelter,MID,41,61%,4.1,2.5,1.9,5.1,9.8,416,72.60%,25.9,477,1.24,0.56,0.3,0.19,102,-1,-112,26.80%,7.30%,0,1
Spring,S8,Polyokov,MID,1,0%,2,0,2,4,8.7,344,57.10%,30.6,544,0.76,0.35,0.23,0.15,-1932,-19,-1060,0%,0%,0,-
Spring,S8,Potluck,JUNGLE,18,11.10%,2.1,1.3,3.1,5.3,4.5,289,79.80%,11.2,180,2.24,0.98,0.5,0.3,-56,-6,-50,22.20%,11.10%,0,1
Spring,S8,Potm,JUNGLE,34,50%,3.2,2.4,2.9,6.7,4.8,332,67.00%,11.4,244,2.74,1.53,0.5,0.34,-254,-6,-393,44.10%,20.60%,0,6
Spring,S8,PowerOfEvil,MID,18,27.80%,3.9,3.7,1.8,3.2,10.1,416,83.10%,33.2,571,1.17,0.63,0.24,0.15,158,-1,3,44.40%,16.70%,0,4
Spring,S8,PraY,ADC,62,74.20%,5.9,3.7,1.5,4.9,10.4,458,68.00%,32.5,640,1.33,0.49,0.42,0.11,191,4,109,22.60%,6.50%,0,2
Spring,S8,Praedyth,TOP,24,25%,1.9,2.2,3,3.7,8.8,383,61.40%,22.9,384,0.98,0.56,0.16,0.14,-119,10,258,37.50%,12.50%,0,5
Spring,S8,Praelus,JUNGLE,5,80%,4.7,4.2,2.2,6.2,5.7,395,78.70%,12.9,272,2.44,1.06,0.55,0.22,1028,21,809,80%,20%,0,-
Spring,S8,Prb,JUNGLE,1,100%,7,0,1,7,4.8,311,100.00%,5.6,83,2.88,1.87,0.38,0.55,165,7,269,0%,0%,0,-
Spring,S8,PrettyGRE,MID,28,42.90%,3,2.8,2.2,3.8,9.4,391,71.00%,28.8,541,1.36,0.58,0.43,0.24,133,8,214,7.10%,14.30%,0,4
Spring,S8,Pride,JUNGLE,18,38.90%,5,1.3,1.3,5.2,5.1,311,76.20%,11.2,205,2.77,1.43,0.48,0.3,158,6,217,38.90%,0%,0,1
Spring,S8,Pride,TOP,3,0%,2,1.3,2,2.7,8.3,340,55.90%,21.2,400,1.1,0.59,0.19,0.15,116,3,-17,0%,0%,0,-
Spring,S8,Priskornet,MID,15,46.70%,4.8,3,1.4,3.7,9.6,404,70.60%,31.1,504,1.29,0.56,0.27,0.19,34,-2,-55,33.30%,6.70%,0,1
Spring,S8,Professor,SUPPORT,21,52.40%,3.9,0.6,2.6,9.3,1.6,253,69.50%,6.5,131,2.46,1.66,0.34,0.63,196,2,159,23.80%,4.80%,0,-
Spring,S8,Profit,TOP,21,38.10%,2.7,1.3,1.9,3.8,8.7,368,55.70%,20.1,352,1.09,0.59,0.14,0.1,-172,1,-128,23.80%,19%,0,-
Spring,S8,Proker,ADC,1,100%,2,1,2,3,10.9,436,57.10%,20.4,436,1.06,0.33,0.27,0.03,684,23,139,0%,0%,0,-
Spring,S8,Proker,MID,11,27.30%,2.2,3.9,3.5,3.7,9,392,68.40%,33.3,625,0.9,0.4,0.16,0.09,-494,2,82,9.10%,27.30%,0,2
Spring,S8,Promisq,SUPPORT,23,43.50%,2.8,0.3,2.2,5.7,1.7,245,66.30%,7,133,2.88,1.84,0.45,0.52,-118,1,-388,21.70%,13%,0,-
Spring,S8,Prosfair,SUPPORT,5,40%,4.4,0.6,1.6,6.4,1.9,257,59.70%,9.4,170,2.23,1.41,0.31,0.44,187,13,52,20%,0%,0,-
Spring,S8,Pulsas,SUPPORT,7,71.40%,3.4,1.1,2.3,6.7,1.1,280,58.10%,9.8,199,1.73,1.16,0.19,0.42,195,-4,186,28.60%,14.30%,0,1
Spring,S8,Punisher,JUNGLE,14,35.70%,2.6,0.7,2.4,5.4,4.2,277,67.20%,7.8,149,1.94,1.01,0.35,0.34,-408,-8,-318,35.70%,21.40%,0,-
Spring,S8,PvPStejos,TOP,31,77.40%,4.3,2.2,2,6.4,8,397,59.20%,21.3,475,1.14,0.52,0.16,0.09,307,2,-96,22.60%,6.50%,0,6
Spring,S8,Pyl,SUPPORT,49,34.70%,2.5,0.6,3.2,7.2,2.2,265,64.40%,7.6,143,-,1.53,0.46,0.51,-,-,-,-,-,0,-
Spring,S8,QQ,JUNGLE,27,66.70%,3.5,2,2.8,7.8,4.5,318,71.00%,11.1,233,2.43,1.39,0.41,0.36,105,-4,68,48.10%,14.80%,0,-
Spring,S8,QTV,MID,2,50%,2.5,1,2,4,9,391,40.60%,18,296,1.08,0.52,0.35,0.14,-668,-20,-691,0%,0%,0,-
Spring,S8,Qiuqiu,ADC,44,25%,2.3,3.3,2.7,2.9,9.9,409,65.70%,28.6,511,-,0.49,0.37,0.12,-,-,-,-,-,0,-
Spring,S8,Quixeth,SUPPORT,5,20%,1.8,0.2,2.6,4.4,1.6,226,61.90%,12.3,214,2.41,1.26,0.37,0.34,-62,-5,-4,40%,0%,0,-
Spring,S8,RD,ADC,22,50%,4.1,4.5,2,3.9,9.8,433,73.50%,29.5,536,-,0.34,0.38,0.09,-,-,-,-,-,0,-
Spring,S8,Raes,ADC,27,74.10%,5.8,5.1,1.9,5.8,10.4,482,67.40%,30.6,611,1.21,0.38,0.42,0.17,611,12,439,22.20%,7.40%,0,2
Spring,S8,Rafa,JUNGLE,28,21.40%,2.1,1.1,3,5.2,4.6,288,73.00%,11.5,203,2.16,1.2,0.35,0.31,-260,-1,-35,21.40%,14.30%,0,-
Spring,S8,RafaelVQ,ADC,5,20%,3.6,2,1.8,4.4,9.5,391,56.10%,26.6,564,1.59,0.4,0.49,0.09,-460,-4,19,0%,0%,0,-
Spring,S8,Raid,ADC,38,52.60%,4.7,3.8,1.9,5,9.8,436,69.60%,28.9,598,1.04,0.48,0.25,0.13,-104,-4,-129,13.20%,10.50%,0,5
Spring,S8,Rain,ADC,39,38.50%,3.3,4.3,2.4,3.7,9.5,421,72.50%,32.4,623,1.1,0.43,0.32,0.12,-398,-10,-381,17.90%,10.30%,0,2
Spring,S8,Raise,JUNGLE,40,30%,1.9,0.9,3,4.7,4.6,292,74.90%,10.2,165,2.47,1.35,0.5,0.41,-188,-7,-258,32.50%,20%,0,1
Spring,S8,Rakin,MID,19,47.40%,4.6,4,1.9,5,9.2,411,72.20%,33.2,691,1.2,0.52,0.25,0.21,-33,-1,-11,10.50%,5.30%,1,2
Spring,S8,Rakyl,JUNGLE,21,14.30%,1.6,0.8,3.2,4.3,4.7,286,64.50%,12,187,2.52,1.53,0.4,0.37,-134,-3,89,28.60%,14.30%,0,-
Spring,S8,Rakyz,MID,30,76.70%,3.6,2.7,2.2,5.2,9.2,402,69.70%,26.7,568,1.26,0.66,0.28,0.22,-117,1,-83,16.70%,10%,0,7
Spring,S8,Ramune,MID,33,63.60%,4.4,2.7,1.7,4.8,9,391,63.20%,27,554,1.23,0.55,0.26,0.2,104,5,44,24.20%,9.10%,0,1
Spring,S8,Ranger,JUNGLE,27,70.40%,3.7,2.5,2.4,6.7,5,347,73.90%,13.7,284,2.42,1.3,0.38,0.29,126,-1,151,48.10%,7.40%,0,6
Spring,S8,Rare,TOP,27,11.10%,1.4,1.6,3,2.7,7.5,341,59.50%,26.3,420,0.88,0.52,0.1,0.07,-513,-5,-306,3.70%,22.20%,0,3
Spring,S8,Rare,ADC,1,0%,2.5,1,2,4,8,365,45.50%,27.4,327,0.56,0.32,0.08,0,1485,98,1962,100%,0%,0,-
Spring,S8,Rascal,TOP,7,57.10%,4.1,2.6,1.4,3.3,9.2,424,58.60%,22.2,410,1.03,0.64,0.18,0.18,575,4,109,42.90%,0%,0,3
Spring,S8,Rather,MID,6,83.30%,8,2.8,1,5.2,10.7,437,82.50%,21.1,348,1.09,0.36,0.24,0.07,-36,0,77,33.30%,16.70%,0,-
Spring,S8,Ray,TOP,56,60.70%,3.4,1.8,1.8,4.4,8.3,379,54.90%,21.1,384,-,0.61,0.19,0.18,-,-,-,-,-,0,-
Spring,S8,Razork,JUNGLE,29,72.40%,6.1,2.7,1.8,8.2,4.9,349,76.10%,13.1,272,2.68,1.42,0.48,0.25,459,2,430,51.70%,6.90%,0,-
Spring,S8,RedBert,SUPPORT,15,26.70%,2.5,0.5,2.6,5.9,2.1,257,83.20%,10.7,201,2.4,1.51,0.32,0.53,36,1,-48,26.70%,13.30%,0,1
Spring,S8,Regi,MID,20,40%,3.4,4.2,2.6,4.5,9.2,407,71.80%,25.5,510,1.13,0.53,0.23,0.15,-210,-12,-262,25%,0%,0,2
Spring,S8,Reignover,JUNGLE,18,38.90%,3.2,1,2.4,6.7,4.9,304,69.10%,9.4,193,2.15,1.07,0.4,0.27,30,-1,-21,61.10%,5.60%,0,1
Spring,S8,Rekkles,ADC,39,64.10%,9.5,4.3,0.9,4.5,11.8,487,71.40%,32.4,660,1.42,0.36,0.57,0.09,163,3,168,28.20%,2.60%,2,4
Spring,S8,Relic,TOP,20,55%,2.6,1.4,2.3,4.6,8.1,366,53.50%,15.1,318,1.12,0.59,0.15,0.19,58,-2,-7,25%,5%,0,3
