Split,Season,Player,Position,Games,Win Rate,KLDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP %,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD-15min,CSD-15min,XPD-15MIN,FB%,FB victim,penta kills,solo kills
Spring,S8,k1ng,ADC,35,71.40%,4.9,3.4,1.7,5,10.4,452,65.00%,28,566,1.07,0.42,0.32,0.1,221,8,233,17.10%,8.60%,1,3
Spring,S8,kRYST4L,ADC,45,57.80%,3.7,3,2.2,4.9,10.2,440,75.40%,30.5,593,-,0.36,0.44,0.09,-,-,-,-,-,0,-
Spring,S8,kaizen,TOP,18,38.90%,3.4,1.5,1.8,4.7,7.7,341,56.30%,18.5,289,0.93,0.52,0.13,0.2,-422,-8,-178,27.80%,16.70%,0,4
Spring,S8,killua,SUPPORT,55,63.60%,3.6,0.8,2.5,8.3,2,277,73.00%,8.5,165,-,1.44,0.26,0.44,-,-,-,-,-,0,-
Spring,S8,kurO,MID,49,65.30%,5,2.6,1.4,4.4,10,421,76.20%,27.3,474,1.53,0.72,0.41,0.21,-12,-4,-16,20.40%,10.20%,0,9
Spring,S8,lkaros,TOP,9,55.60%,1.8,1,3.3,5.1,8.1,382,60.80%,23.3,407,0.75,0.47,0.07,0.08,-236,-12,-698,11.10%,11.10%,0,-
Spring,S8,meiko,SUPPORT,56,60.70%,4.8,0.8,1.7,7.5,2,279,72.00%,9.1,161,-,1.45,0.25,0.47,-,-,-,-,-,0,-
Spring,S8,micaO,ADC,28,57.10%,4.3,4.1,2.3,5.5,9.2,427,79.40%,30.9,608,1.15,0.43,0.3,0.07,12,-1,-87,42.90%,17.90%,0,4
Spring,S8,ninja,MID,9,33.30%,2.7,2.9,2.4,3.8,9.5,398,77.40%,27.7,491,0.78,0.4,0.25,0.11,33,-4,-93,22.20%,11.10%,0,-
Spring,S8,padden,ADC,32,50%,5.2,4.5,1.6,4,10.1,439,67.60%,32.4,611,1.11,0.29,0.39,0.08,-160,-1,127,21.90%,3.10%,0,5
Spring,S8,pbO,ADC,24,45.80%,3,3.8,2.8,4.6,8.8,401,71.00%,27.4,556,1.28,0.47,0.37,0.15,-369,-5,-67,4.20%,12.50%,1,2
Spring,S8,pooh,ADC,15,46.70%,4.5,2.4,1.4,3.9,9.4,401,64.90%,26.2,433,1.12,0.38,0.3,0.1,-310,-7,-113,6.70%,13.30%,0,-
Spring,S8,prodi,ADC,30,50%,5.5,3.2,1.5,4.9,9.6,418,66.40%,28,553,1.21,0.43,0.38,0.11,-45,-2,-223,16.70%,6.70%,0,2
Spring,S8,raizin,TOP,14,28.60%,1.7,1,3.1,4.2,7.9,349,57.90%,22.6,363,0.92,0.47,0.18,0.07,-308,-7,-165,42.90%,7.10%,0,1
Spring,S8,rare7,ADC,24,25%,3,2.4,2.2,4,9.1,393,68.20%,30.1,531,0.88,0.37,0.29,0.11,-570,-13,-237,12.50%,4.20%,0,1
Spring,S8,road,SUPPORT,50,58%,3.3,0.5,2.6,8,2.1,284,75.10%,8.8,177,-,1.35,0.45,0.39,-,-,-,-,-,0,-
Spring,S8,robocop,TOP,5,100%,6.2,1.8,1.8,9.4,7.1,377,56.00%,16.1,416,1.24,0.57,0.18,0.13,257,-10,-122,60%,0%,0,1
Spring,S8,sOAZ,TOP,17,76.50%,2.6,1.6,2.6,5.1,8.1,379,56.90%,18.3,355,1.15,0.57,0.16,0.14,-223,-8,-218,29.40%,0%,0,4
Spring,S8,seiya,MID,25,76%,9,4.2,1.2,6.6,10.1,440,66.40%,29.6,618,1.18,0.45,0.27,0.17,474,12,472,20%,4%,0,7
Spring,S8,shy jan,ADC,9,44.40%,3,3.2,2.9,5.6,8,374,81.90%,25.5,452,1.09,0.51,0.28,0.17,-423,-1,-230,0%,11.10%,0,1
Spring,S8,solo,TOP,32,50%,2.5,1.4,2,3.7,8.6,377,55.60%,24.6,421,1.04,0.58,0.16,0.14,-245,-5,-201,12.50%,18.80%,0,2
Spring,S8,ssumday,TOP,27,59.30%,3.7,1.8,1.7,4.4,8.7,384,61.00%,21.5,367,1.22,0.6,0.26,0.15,7,2,142,44.40%,18.50%,0,5
Spring,S8,styIIEE,JUNGLE,3,0%,0.9,0.7,3.7,2.7,4.5,267,100.00%,13.7,220,2.14,1.21,0.23,0.38,-557,-2,-136,0%,33.30%,0,-
Spring,S8,takeshi,TOP,19,36.80%,3,1.3,2,4.6,8.2,373,62.90%,23.7,429,0.92,0.51,0.13,0.06,-122,-4,8,15.80%,10.50%,0,-
Spring,S8,viviD,SUPPORT,24,75%,5.2,0.5,1.7,8.4,2.2,269,72.50%,7.2,153,2.31,1.41,0.39,0.44,66,5,147,16.70%,0%,0,1
Spring,S8,woofi,JUNGLE,21,23.80%,2,1.1,3,5.1,4.7,294,70.00%,12.1,192,2.75,1.48,0.6,0.31,-88,2,71,23.80%,14.30%,0,3
Spring,S8,wuji,MID,17,82.40%,6.4,4,1.5,5.4,10,434,71.70%,23,442,1.44,0.79,0.34,0.34,11,-3,-111,35.30%,5.90%,0,1
Spring,S8,xiaohan,JUNGLE,5,20%,4.8,2.4,1.6,5.2,5.6,325,83.40%,9.6,190,-,1.93,0.63,0.36,-,-,-,-,-,0,-
Spring,S8,xiaohu,MID,79,65.80%,4.4,3.1,1.9,5.4,9.5,415,69.40%,25.9,496,1.09,0.41,0.29,0.16,148,6,215,6.30%,2.50%,1,5
Spring,S8,xiye,MID,51,49%,4.4,3.9,2,4.7,10,426,76.00%,29.3,536,-,0.44,0.25,0.12,-,-,-,-,-,1,-
Spring,S8,xmatty,ADC,3,0%,1.1,1.7,3.3,2,8.6,355,52.40%,21.3,355,0.81,0.44,0.21,0.18,-1054,-22,-491,0%,0%,0,-
Spring,S8,yT,TOP,20,55%,2.2,3.2,3.5,4.6,8.4,398,55.70%,20.5,422,1.18,0.69,0.17,0.19,-55,0,-57,25%,10%,0,6
Spring,S8,yang,TOP,28,57.10%,6,2.4,1.3,5.1,8.7,407,61.80%,22.9,436,1.13,0.56,0.19,0.14,168,2,44,17.90%,7.10%,0,5
Spring,S8,zig,TOP,12,25%,1.3,0.8,2.9,3.1,6.9,323,47.40%,18,302,1.17,0.67,0.18,0.19,-572,-13,-182,25%,25%,0,1
Spring,S8,zoiren,MID,13,23.10%,2.1,2.1,2.1,2.4,9.5,385,57.40%,27.1,431,1.03,0.5,0.21,0.16,-478,-10,-289,38.50%,15.40%,0,1
